,cartodb_id,the_geom,uid,idold,idagency,facname,addressnum,streetname,address,city,boro,borocode,zipcode,latitude,longitude,xcoord,ycoord,bin,bbl,commboard,council,censtract,nta,facdomain,facgroup,facsubgrp,factype,capacity,util,captype,utilrate,area,areatype,proptype,optype,opname,opabbrev,overlevel,overagency,overabbrev,datasource,dataname,dataurl,datadate,pgtable,uid_merged
11531,10925,0101000020E610000064778192027B52C0DC662AC423554440,6995,,NYCACS: 350103,Friends Of Crown Heights 26,20,Sutter Avenue,20 Sutter Avenue,Brooklyn,Brooklyn,3,11212.0,40.665154,-73.922032,1005880.2215,181619.4845,3081165.0,3035310023.0,316.0,41,90000,BK81,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 74,,NYCACS: Seats in Contract,,,,City Leased,Non-public,"Friends of Crown Heights Educational Ctrs, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS;NYCDCAS,NYCACS: Contractor Data;NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCACS: 2016-08-27;NYCDCAS: 2016-10-20,acs_facilities_daycareheadstart;dcas_facilities_colp,
11532,10926,0101000020E61000001572A59E057A52C0F44D9A06456B4440,32521,,NYCACS: 1601865,Bright Side Academy,1455,Webster Avenue,1455 Webster Avenue,Bronx,Bronx,2,10456.0,40.838044,-73.906593,1010096.2382,244613.0489,2113137.0,2028870100.0,204.0,16,17702,BX14,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 26,,NYCACS: Seats in Contract,,,,,Non-public,"Brightside Academy, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11533,10927,0101000020E6100000A7583508737A52C0D7DAFB54156C4440,12019,,NYCACS: 121701,Highbridge Advsy Cncl Ecc 1,1594,Townsend Avenue,1594 Townsend Avenue,Bronx,Bronx,2,10452.0,40.844401,-73.913271,1008246.1133,246927.3819,2103870.0,2028470041.0,204.0,14,22702,BX41,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 98,,NYCACS: Seats in Contract,,,,City Owned,Non-public,"Highbridge Advisory Council Family Services, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS;NYCDCAS,NYCACS: Contractor Data;NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCACS: 2016-08-27;NYCDCAS: 2016-10-20,acs_facilities_daycareheadstart;dcas_facilities_colp,
11534,10928,0101000020E6100000E8A4F78DAF7D52C0C9E6AA798E564440,43853,,NYCACS: 1602470,Sunny Skies Prospect,720,Washington Avenue,720 Washington Avenue,Brooklyn,Brooklyn,3,11238.0,40.676223,-73.96384,994280.0734,185644.8616,3028878.0,3011600037.0,308.0,35,20500,BK64,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 30,,NYCACS: Seats in Contract,,,,,Non-public,Sunny Skies Prospect Corp.,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11535,10929,0101000020E6100000D751D504517952C0B9A7AB3B166D4440,32746,,NYCACS: 150110,Salvation Army Tremont,2121,Washington Avenue,2121 Washington Avenue,Bronx,Bronx,2,10457.0,40.852241,-73.89557,1013140.2284,249789.2353,2115960.0,2030370015.0,206.0,15,39500,BX01,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 69,,NYCACS: Seats in Contract,,,,,Non-public,The Salvation Army,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11536,10931,0101000020E6100000AE7E6C921F7252C0EDD632198E574440,27607,,NYCACS: 822203,Afro American Parents Ed Ctr 3,117-04,Guy R Brewer Boulevard,117-04 Guy R Brewer Boulevard,Jamaica,Queens,4,11434.0,40.684024,-73.783177,1044385.0774,188559.2832,4542466.0,4122400019.0,412.0,28,28800,QN76,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 43,,NYCACS: Seats in Contract,,,,,Non-public,Afro-American Parents DCC INC,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11537,10933,0101000020E61000007E5182FE427652C0B85B9203765D4440,25788,,NYCACS: 887002,All My Children Daycare 3,66-05,108 Street,66-05 108 Street,Forest Hills,Queens,4,11375.0,40.730164,-73.847839,1026422.3506,205331.5906,4437362.0,4021740001.0,406.0,29,74100,QN17,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 24,,NYCACS: Seats in Contract,,,,,Non-public,All My Children Daycare,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11538,10934,0101000020E6100000E5B512BA4B7852C044DB317557564440,3851,,NYCACS: 314506,Friends Of Crown Heights 15,2505,Pitkin Avenue,2505 Pitkin Avenue,Brooklyn,Brooklyn,3,11208.0,40.674544,-73.879622,1017641.3023,185053.9891,3089020.0,3040060037.0,305.0,37,119200,BK82,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 100,,NYCACS: Seats in Contract,,,,City Leased,Non-public,"Friends of Crown Heights Educational Ctrs, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS;NYCDCAS,NYCACS: Contractor Data;NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCACS: 2016-08-27;NYCDCAS: 2016-10-20,acs_facilities_daycareheadstart;dcas_facilities_colp,
11539,10935,0101000020E610000036EA211ADD7152C0CBF6216FB95C4440,26790,,NYCACS: 887001,All My Children Daycare 1,83-10,188 Street,83-10 188 Street,Hollis,Queens,4,11423.0,40.724409,-73.77912,1045473.2915,203275.5175,4156255.0,4072630035.0,408.0,24,127700,QN06,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 54,,NYCACS: Seats in Contract,,,,,Non-public,All My Children Daycare,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11540,10936,0101000020E610000032CB9E04367C52C0CC24EA059F584440,43513,,NYCACS: 387104,Brightside Academy - Dekalb Av,876,Dekalb Avenue,876 Dekalb Avenue,Brooklyn,Brooklyn,3,11221.0,40.692353,-73.940797,1000667.6493,191524.8039,3338650.0,3017820027.0,303.0,36,28100,BK35,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 51,,NYCACS: Seats in Contract,,,,,Non-public,"Brightside Academy, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11541,10937,0101000020E61000008AADA069897552C0A99F3715A95A4440,27426,,NYCACS: 888603,Sholom Day Care 3,116-66,Park Lane South,116-66 Park Lane South,Richmond Hill,Queens,4,11418.0,40.708285,-73.836512,1029576.4264,197366.1651,4079403.0,4033230008.0,409.0,29,77500,QN60,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 15,,NYCACS: Seats in Contract,,,,,Non-public,Sholom Day Care Inc.,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11542,10939,0101000020E6100000ACE122F7747A52C00DC7F31950694440,2470,,NYCACS: 150102,Salvation Army Bronx Citadel,425,East  159 Street,425 East  159 Street,Bronx,Bronx,2,10451.0,40.822757,-73.913389,1008221.3828,239041.6375,2092353.0,2023810029.0,203.0,17,14100,BX35,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 36,,NYCACS: Seats in Contract,,,,,Non-public,The Salvation Army,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11543,10940,0101000020E6100000D21A834E087D52C00F9A5DF756584440,44195,,NYCACS: 315901,Friends Of Crown Heights #20,34,Kosciuszko Street,34 Kosciuszko Street,Brooklyn,Brooklyn,3,11205.0,40.690154,-73.953632,997108.9397,190721.585,3049719.0,3017830023.0,303.0,36,24100,BK75,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 175,,NYCACS: Seats in Contract,,,,,Non-public,"Friends of Crown Heights Educational Ctrs, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11544,10941,0101000020E6100000A92F4B3B357D52C0BD3AC780EC674440,38340,,NYCACS: 706501,Grant Day Care Center,1299,Amsterdam Avenue,1299 Amsterdam Avenue,New York,Manhattan,1,10027.0,40.811905,-73.956374,996326.2401,235078.8465,1084095.0,1019640001.0,109.0,7,20901,MN09,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 60,,NYCACS: Seats in Contract,,,,,Non-public,"East Harlem Block Nursery, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11545,10942,0101000020E6100000D20149D8B77C52C00AF65FE7A6694440,2803,,NYCACS: 730402,Lssny - Early Life 2,510,West  145 Street,510 West  145 Street,New York,Manhattan,1,10031.0,40.825406,-73.948721,998441.8861,239998.8962,1061917.0,1020760041.0,109.0,7,22900,MN04,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 58,,NYCACS: Seats in Contract,,,,City Leased,Non-public,Lutheran Social Services of NY,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS;NYCDCAS,NYCACS: Contractor Data;NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCACS: 2016-08-27;NYCDCAS: 2016-10-20,acs_facilities_daycareheadstart;dcas_facilities_colp,
11546,10943,0101000020E6100000A453573ECB8052C07C45B75ED3514440,29572,,NYCACS: 387302,Bumble Bees R Us 8,5721,6 Avenue,5721 6 Avenue,Brooklyn,Brooklyn,3,11220.0,40.639263,-74.012405,980807.2594,172177.5205,3015780.0,3008490001.0,307.0,38,10200,BK34,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 86,,NYCACS: Seats in Contract,,,,,Non-public,"BumbleBees R Us, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11547,10944,0101000020E6100000B83D4162BB7B52C056EF703B346C4440,34827,,NYCACS: 1602596,Mama Tingo Ecec,2346,Amsterdam Avenue,2346 Amsterdam Avenue,New York,Manhattan,1,10033.0,40.845344,-73.933312,1002700.8849,247265.9717,1063193.0,1021320047.0,112.0,10,26100,MN36,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 95,,NYCACS: Seats in Contract,,,,,Non-public,Dominican Women's Development Center,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11548,10945,0101000020E610000090D959F44E7552C08E588B4F015A4440,28355,,NYCACS: 1601645,Sholom Day Care 2,84-37,118 Street,84-37 118 Street,Kew Gardens,Queens,4,11415.0,40.703165,-73.832944,1030569.252,195502.528,4192902.0,4092340040.0,409.0,29,13400,QN60,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 28,,NYCACS: Seats in Contract,,,,,Non-public,Sholom Day Care Inc.,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11549,10946,0101000020E6100000101FD8F15F7F52C05648F949B5574440,9993,,NYCACS: 316102,Warren Street Center,343,Warren Street,343 Warren Street,Brooklyn,Brooklyn,3,11201.0,40.68522,-73.990231,986959.3846,188920.8583,3006144.0,3003910056.0,302.0,33,6900,BK38,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 69,,NYCACS: Seats in Contract,,,,City Leased,Non-public,"Sunset Bay Community Services, Inc",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS;NYCDCAS,NYCACS: Contractor Data;NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCACS: 2016-08-27;NYCDCAS: 2016-10-20,acs_facilities_daycareheadstart;dcas_facilities_colp,
11550,10947,0101000020E61000004835ECF7C48052C06EA7AD11C1524440,3722,,NYCACS: 330701,St. Andrews Community DCC,4917,4 Avenue,4917 4 Avenue,Brooklyn,Brooklyn,3,11220.0,40.646517,-74.012022,980913.9337,174820.22,3012910.0,3007830001.0,307.0,38,7800,BK32,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 35,,NYCACS: Seats in Contract,,,,City Leased,Non-public,"Sunset Bay Community Services, Inc",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS;NYCDCAS,NYCACS: Contractor Data;NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCACS: 2016-08-27;NYCDCAS: 2016-10-20,acs_facilities_daycareheadstart;dcas_facilities_colp,
11551,10948,0101000020E6100000977329AE2A7F52C0613255302A634440,37868,,NYCACS: 711901,Mabel Barrett Fitzgerald,243,West   64 Street,243 West   64 Street,New York,Manhattan,1,10023.0,40.774725,-73.98698,987856.1229,221530.1511,1030340.0,1011560020.0,107.0,6,15100,MN14,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 49,,NYCACS: Seats in Contract,,,,,Non-public,"Lincoln Square Neighborhood Center, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11552,10949,0101000020E6100000CFF753E3A57B52C0064B75012F554440,6226,,NYCACS: 353401,All My Children Daycare 14,771,Crown Street,771 Crown Street,Brooklyn,Brooklyn,3,11213.0,40.665497,-73.932,1003114.9791,181742.3442,3038132.0,3014140051.0,309.0,35,35100,BK61,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 43,,NYCACS: Seats in Contract,,,,City Leased,Non-public,All My Children Daycare,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS;NYCDCAS,NYCACS: Contractor Data;NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCACS: 2016-08-27;NYCDCAS: 2016-10-20,acs_facilities_daycareheadstart;dcas_facilities_colp,
11553,10950,0101000020E61000008195438B6C7152C0C63368E89F564440,26856,,NYCACS: 1602738,Rochdale Village Kdg IIi,170-10,130 Avenue,170-10 130 Avenue,Jamaica,Queens,4,11434.0,40.676755,-73.77225,1047422.6671,185918.5399,4436339.0,4124950002.0,412.0,28,33402,QN02,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 20,,NYCACS: Seats in Contract,,,,,Non-public,"Rochdale Village Nursery School, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11554,10951,0101000020E610000049F60835438552C0F19F6EA0C04F4440,30773,,NYCACS: 1009001,Friends Of Crown Heights,195,Gordon Street,195 Gordon Street,Staten Island,Staten Island,5,10304.0,40.623066,-74.082227,961423.6913,166286.665,5108860.0,5005450100.0,501.0,49,2900,SI37,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 55,,NYCACS: Seats in Contract,,,,,Non-public,"Friends of Crown Heights Educational Ctrs, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11555,10952,0101000020E61000005915E126A37F52C0C311A452EC604440,36693,,NYCACS: 705203,Hudson Guild Clinton Ctr,410,West   40 Street,410 West   40 Street,New York,Manhattan,1,10018.0,40.757212,-73.994333,985819.9708,215149.3345,1013005.0,1007370043.0,104.0,3,11500,MN15,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 12,,NYCACS: Seats in Contract,,,,,Non-public,Hudson Guild,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11556,10953,0101000020E6100000ADF9F197167B52C00C3D62F4DC6E4440,39739,,NYCACS: 743401,Nicholas Cardell Day Care,84,Vermilyea Avenue,84 Vermilyea Avenue,New York,Manhattan,1,10034.0,40.866118,-73.923254,1005477.0296,254837.0253,1064905.0,1022340029.0,112.0,10,29100,MN01,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 37,,NYCACS: Seats in Contract,,,,,Non-public,"Nicholas Cardell Day Care Center, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11557,10954,0101000020E61000000F46EC13407052C0FC6EBA65874C4440,28492,,NYCACS: 1359201,Ralph Hirschkorn CCC,310,Beach   20 Street,310 Beach   20 Street,Far Rockaway,Queens,4,11691.0,40.597882,-73.753911,1052590.326,157196.9313,4448978.0,4156360007.0,414.0,31,99801,QN15,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 95,,NYCACS: Seats in Contract,,,,,Non-public,"Hebrew Kindergarten & Infants Home, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11558,10955,0101000020E6100000C91D3691997C52C076E3DD91B1664440,34769,,NYCACS: 1159401,Dunlevy Milbank Campus,14,West  118 Street,14 West  118 Street,New York,Manhattan,1,10026.0,40.802294,-73.946873,998958.3813,231578.9762,1051435.0,1016010018.0,110.0,9,19000,MN11,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 15,,NYCACS: Seats in Contract,,,,,Non-public,"Children's Aid Society, Inc",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11559,10956,0101000020E6100000632AFD84B38052C045D8F0F44A534440,40628,,NYCACS: 321202,Bay Ridge Chld Care Center,314,44 Street,314 44 Street,Brooklyn,Brooklyn,3,11220.0,40.650725,-74.010957,981209.4729,176353.135,3337171.0,3007370014.0,307.0,38,8000,BK32,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 30,,NYCACS: Seats in Contract,,,,,Non-public,"Colony-South Brooklyn Houses, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11560,10957,0101000020E6100000990E9D9E777F52C0C1C8CB9A58624440,37673,,NYCACS: 704704,Ywca - Polly Dodge Elc,538,West   55 Street,538 West   55 Street,New York,Manhattan,1,10019.0,40.768329,-73.991676,986555.6876,219199.796,1086807.0,1010830001.0,104.0,6,13500,MN15,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 50,,NYCACS: Seats in Contract,,,,,Non-public,YWCA of the City of New York,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11561,10959,0101000020E6100000A1815836737252C076E09C11A54B4440,28578,,NYCACS: 829001,Lucille Rose Day Care Center,148,Beach   59 Street,148 Beach   59 Street,Arverne,Queens,4,11692.0,40.590975,-73.788282,1043051.3722,154655.6349,4459305.0,4159260001.0,414.0,31,97202,QN12,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 60,,NYCACS: Seats in Contract,,,,,Non-public,"ATLED, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11562,10960,0101000020E61000003DEFC682C27C52C029CFBC1C76514440,44827,,NYCACS: 387301,Bumble Bees R Us 3,2813,Farragut Road,2813 Farragut Road,Brooklyn,Brooklyn,3,11210.0,40.636417,-73.949372,998301.48,171144.4215,3120967.0,3052300003.0,314.0,45,78800,BK42,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 80,,NYCACS: Seats in Contract,,,,,Non-public,"BumbleBees R Us, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
